original_meal,cleaned_meal,cluster_id
هلاليات أو ميلفاي,هلاليات أو ميلفاي,20
فاكهة موسمية او عصير,فاكهة موسمية او عصير,43
فاكهة موسمية او يايورت علبة,فاكهة موسمية او يايورت علبة,43
بـــــنــان,بـــــنــان,26
حـــليب,حـــليب,26
تـــــمـر,تـــــمـر,26
حمــص,حمــص,26
كـاشــير,كـاشــير,26
جــبن,جــبن,26
سـلطـة مـاسـيدوان,سـلطـة مـاسـيدوان,26
ســـمـك,ســـمـك,26
علبة عصير+ قلب اللوز او زلابية,علبة عصير قلب اللوز او زلابية,30
تليــتلي,تليــتلي,26
سلــطة جــزر,سلــطة جــزر,26
جلــبانة,جلــبانة,26
لحــم العجـــل,لحــم العجـــل,26
شـــربة,شـــربة,26
لوبيــــا,لوبيــــا,26
باتـــي,باتـــي,26
بيـــض,بيـــض,26
سلــطة جزائــرية,سلــطة جزائــرية,26
بطاطا كوشــة أو مقليــة,بطاطا كوشــة أو مقليــة,12
علبــة تونـــة,علبــة تونـــة,26
شربــــة,شربــــة,26
تفــــــاح,تفــــــاح,26
كســـكسي,كســـكسي,26
لحـــم عجــــل,لحـــم عجــــل,26
شـربـــة,شـربـــة,26
علبــة عصير,علبــة عصير,16
قراتـان خضـار,قراتـان خضـار,26
لحــم دجــاج,لحــم دجــاج,26
شربــة فريـــك,شربــة فريـــك,26
سبــاقيـتي,سبــاقيـتي,26
كـاشيـر,كـاشيـر,26
جبـــن,جبـــن,26
سلــطة متـنوعـة,سلــطة متـنوعـة,26
شطيـطحـة دجــاج,شطيـطحـة دجــاج,26
دجـــاج,دجـــاج,26
سلاطـــة جزائريـة,سلاطـــة جزائريـة,26
ياغــورت علـــب,ياغــورت علـــب,26
برتقال او يايورت علبة,برتقال او يايورت علبة,9
ســـمـك,ســـمـك,26
برتقال او عصير,برتقال او عصير,16
تمـــر,تمـــر,26
تــمـر,تــمـر,26
عــدس,عــدس,26
بيــض,بيــض,26
ميلفاي أو هلاليات,ميلفاي أو هلاليات,20
ميلفاي أو هلاليات,ميلفاي أو هلاليات,20
برتقال أو ياوورت علبة,برتقال أو ياوورت علبة,9
سلطة الشمندر,سلطة الشمندر,0
قلب اللوز أو زلابية,قلب اللوز أو زلابية,30
بطاطا كوشة أو مقلية,بطاطا كوشة أو مقلية,19
جلبانة  أو مرقة زيتون,جلبانة أو مرقة زيتون,36
دويــدة,دويــدة,26
دجــاج,دجــاج,26
سلـطة ماسيـدوان,سلـطة ماسيـدوان,26
بنــان,بنــان,26
سمـك,سمـك,26
سلـطة بيـطراف,سلـطة بيـطراف,26
عصـير,عصـير,26
لوبـيا,لوبـيا,26
علبـة تونـة,علبـة تونـة,26
سلـطة جزائرية,سلـطة جزائرية,22
تليـتلي,تليـتلي,26
دجـاج,دجـاج,26
شربـة,شربـة,26
باتــي,باتــي,26
سلــطة جزائرية,سلــطة جزائرية,22
بطاطا كـوشة أو مقلـية,بطاطا كـوشة أو مقلـية,12
جبــن,جبــن,26
تفــاح,تفــاح,26
كسـكسي,كسـكسي,26
لحـم عجـل,لحـم عجـل,26
شـربـة,شـربـة,26
علبـة عصـير,علبـة عصـير,26
شربـة فريـك,شربـة فريـك,26
كرام ديـسار,كرام ديـسار,18
سبـاقيـتي,سبـاقيـتي,26
سلطـة متنوعـة,سلطـة متنوعـة,26
برتقــال,برتقــال,26
جلبـانـة أو مرقـة زيتـون,جلبـانـة أو مرقـة زيتـون,26
شربــة,شربــة,26
ياوورت علـب,ياوورت علـب,9
دجــاج,دجــاج,26
سمـك,سمـك,26
حليب و قهوة,حليب و قهوة,8
حليب و قهوة,حليب و قهوة,8
مربـى المشمــش,مربـى المشمــش,26
تمــــــر,تمــــــر,26
عــــدس,عــــدس,26
بيــــض,بيــــض,26
سلطـــة متنوعــــة,سلطـــة متنوعــــة,26
تفـــاح,تفـــاح,26
لحــم عجــل,لحــم عجــل,26
شربـــة,شربـــة,26
مشـــروب غـــازي,مشـــروب غـــازي,26
بنـــان,بنـــان,26
جلبـانـة أو مرقـة زيتـون,جلبـانـة أو مرقـة زيتـون,26
حلـــيب و قهـــوة,حلـــيب و قهـــوة,26
ميـــلفـاي أو هـلاليــــات,ميـــلفـاي أو هـلاليــــات,26
عــــدس,عــــدس,26
شخشوخة,شخشوخة,6
لحـــم عجـــل,لحـــم عجـــل,26
سلطــة الشمنــدر,سلطــة الشمنــدر,26
برتقـــال,برتقـــال,26
بطـاطـا مرحــية,بطـاطـا مرحــية,26
دجــاج محــمر,دجــاج محــمر,26
سلــطة,سلــطة,26
حلـــيب و قهـــوة,حلـــيب و قهـــوة,26
مشـروب غــازي,مشـروب غــازي,26
بطـاطـا مرحــية,بطـاطـا مرحــية,26
دويــدة أو شطيطحة,دويــدة أو شطيطحة,49
لوبـيا,لوبـيا,26
بطاطا كـوشة أو مقلـية,بطاطا كـوشة أو مقلـية,12
سبـاقيـتي,سبـاقيـتي,26
جلبـانـة,جلبـانـة,26
قراتـان خضـار,قراتـان خضـار,26
ارز,ارز,44
تليـتلي,تليـتلي,26
حمــص,حمــص,26
جلبـانـة,جلبـانـة,26
ميلفـاي و هلاليـات,ميلفـاي و هلاليـات,26
خبــز,خبــز,26
حليــب و قهــوة,حليــب و قهــوة,26
حليــب و قهــوة,حليــب و قهــوة,26
حليــب وقهــوة,حليــب وقهــوة,26
دولمـة زيتـون بكريات اللـحم,دولمـة زيتـون بكريات اللـحم,46
مـرقة حلوة,مـرقة حلوة,7
بريـكة,بريـكة,26
زلابيـــة,زلابيـــة,26
***الإفتتاحية***,الإفتتاحية,22
***الطبق الأساسي***,الطبق الأساسي,22
***الطبـق الثانوي***,الطبـق الثانوي,22
***المقبلات***,المقبلات,46
***التحلية***,التحلية,7
﴿ ﷽ ﴾,,26
۞۞ الأحد 2 رمضان 1446هـ ۞۞,الأحد 2 رمضان 1446هـ,32
۝۝ ۞۞دعاء الصائم عند الإفطار۞۞۝۝,دعاء الصائم عند الإفطار,22
﴿ اللـهم لـكَ صُــمت وعلـى رزقــك أفطــرت,اللـهم لـك ص ــمت وعلـى رزقــك أفطــرت,22
ذهب الظمأ وابتلت العروق وثبت الأجر إن شاء الله﴾,ذهب الظمأ وابتلت العروق وثبت الأجر إن شاء الله,22
۞۝ تقبل الله صيامكم وطاعتكم وصالح أعمالكم ۝۞,تقبل الله صيامكم وطاعتكم وصالح أعمالكم,26
﴿ ﷽  ﴾,,26
۞۞ الإثنين 3 رمضان 1446هـ ۞۞,الإثنين 3 رمضان 1446هـ,22
۝۝ ۞۞دعاء الصائم عند الإفطار۞۞۝۝,دعاء الصائم عند الإفطار,22
تمــــــر,تمــــــر,26
۞۞ الثلاثاء 4 رمضان 1446هـ ۞۞,الثلاثاء 4 رمضان 1446هـ,30
فـلان,فـلان,26
زلابيــة,زلابيــة,26
۞۞ الإربعاء 5 رمضان 1446هـ ۞۞,الإربعاء 5 رمضان 1446هـ,30
عين إسبانيولية-لحم مفروم,عين إسبانيولية لحم مفروم,33
حليـب علــب,حليـب علــب,26
۞۞ الخميس 6 رمضان 1446هـ ۞۞,الخميس 6 رمضان 1446هـ,22
بطاطا كوشة-دجاج محمر,بطاطا كوشة دجاج محمر,19
فـــلان,فـــلان,26
۞۞ الجمعة 7 رمضان 1446هـ ۞۞,الجمعة 7 رمضان 1446هـ,22
برتـقال,برتـقال,26
۞۞ السبت 08 رمضان 1446هـ ۞۞,السبت 08 رمضان 1446هـ,30
۞۞ الأحد 9 رمضان 1446هـ ۞۞,الأحد 9 رمضان 1446هـ,32
بطاطا مرحية بالجبن الذائب + دجاج محمر,بطاطا مرحية بالجبن الذائب دجاج محمر,45
فــلان,فــلان,26
۞۞ الإثنين 10 رمضان 1446هـ ۞۞,الإثنين 10 رمضان 1446هـ,32
شخشوخة لحم,شخشوخة لحم,33
علبة كرام ديسار,علبة كرام ديسار,18
لبـن علـب,لبـن علـب,26
۞۞ الثلاثاء 11 رمضان 1446هـ ۞۞,الثلاثاء 11 رمضان 1446هـ,18
۞۞ الإربعاء 12 رمضان 1446هـ ۞۞,الإربعاء 12 رمضان 1446هـ,22
خضار محشي لحم مفروم,خضار محشي لحم مفروم,33
۞۞ الخميس 13 رمضان 1446هـ ۞۞,الخميس 13 رمضان 1446هـ,22
أرز- دجاج محمر,أرز دجاج محمر,44
۞۞ الجمعة 14 رمضان 1446هـ ۞۞,الجمعة 14 رمضان 1446هـ,22
بطاطا كوشة- لحم دجاج,بطاطا كوشة لحم دجاج,19
۞۞ السبت 15 رمضان 1446هـ ۞۞,السبت 15 رمضان 1446هـ,22
مرقة حلوة - دولمة زيتون بكريات اللحم - بريكة,مرقة حلوة دولمة زيتون بكريات اللحم بريكة,33
۞۞ الأحد 16 رمضان 1446هـ ۞۞,الأحد 16 رمضان 1446هـ,22
۞۞ الإثنين 17 رمضان 1446هـ ۞۞,الإثنين 17 رمضان 1446هـ,22
۞۞ الثلاثاء 18 رمضان 1446هـ ۞۞,الثلاثاء 18 رمضان 1446هـ,22
۞۞ الإربعاء 19 رمضان 1446هـ ۞۞,الإربعاء 19 رمضان 1446هـ,32
۞۞ الخميس 20 رمضان 1446هـ ۞۞,الخميس 20 رمضان 1446هـ,32
۞۞ الجمعة 21 رمضان 1446هـ ۞۞,الجمعة 21 رمضان 1446هـ,22
۞۞ السبت 22 رمضان 1446هـ ۞۞,السبت 22 رمضان 1446هـ,22
خبــــز,خبــــز,26
خبـــز,خبـــز,26
بيض / علبة تونة,بيض علبة تونة,11
بيض أو علبة تونة,بيض أو علبة تونة,23
ميلفـاي أو هلاليـات,ميلفـاي أو هلاليـات,26
شربـــة فريك,شربـــة فريك,6
بنان أو علبة عصير,بنان أو علبة عصير,47
بنان أو علبة ياوورت,بنان أو علبة ياوورت,9
علبة عصـير,علبة عصـير,47
شربـة خضار,شربـة خضار,37
شربـة فريك,شربـة فريك,6
مرقة زيتون أو بطاطا مرحية,مرقة زيتون أو بطاطا مرحية,12
دويــدة أو شطيطحة,دويــدة أو شطيطحة,49
حمص,حمص,33
ميـــلفـاي أو هـلاليــــات,ميـــلفـاي أو هـلاليــــات,26
عــــدس,عــــدس,26
مقارونة,مقارونة,22
مرقة زيتون أو بطاطا مرحية,مرقة زيتون أو بطاطا مرحية,12
كسـكسي,كسـكسي,26
حلـــيب و قهـــوة,حلـــيب و قهـــوة,26
سلطـــة متنوعــــة,سلطـــة متنوعــــة,26
ميلفاي او هلاليات,ميلفاي او هلاليات,20
بنان او علبة عصير,بنان او علبة عصير,47
بنان او علبة يايورت,بنان او علبة يايورت,9
مرقة زيتون أو بطاطة مرحية,مرقة زيتون أو بطاطة مرحية,12
تريدة او شطيطحة,تريدة او شطيطحة,49
بطاطا كوشة او مقلية,بطاطا كوشة او مقلية,19
مرقة زيتون أو بطاطة مرحية,مرقة زيتون أو بطاطة مرحية,12
ياورت علب,ياورت علب,9
خــــــبز,خــــــبز,26
علبة يايورت,علبة يايورت,9
سباقيتي او ماقرونة,سباقيتي او ماقرونة,13
فريت كاسي أو ماقرونة,فريت كاسي أو ماقرونة,22
سمـــك,سمـــك,26
دويدة,دويدة,46
سلطة بيتراف,سلطة بيتراف,31
جاردينيار (مرقة الخضار),جاردينيار مرقة الخضار,36
شطيطحة بالزيتون,شطيطحة بالزيتون,49
بطاطا مرحية أو مرقة زيتون,بطاطا مرحية أو مرقة زيتون,19
مــــــوز,مــــــوز,26
تــــونة علـــب,تــــونة علـــب,26
سلـــطة الشمــندر,سلـــطة الشمــندر,26
يايــورت علب,يايــورت علب,47
تفــــاح,تفــــاح,26
سلــطة ماسيدوان,سلــطة ماسيدوان,20
جلبانـــة,جلبانـــة,26
بطاطا كـــوشة,بطاطا كـــوشة,12
لحــم عجـــل,لحــم عجـــل,26
شربـة خضـار,شربـة خضـار,26
قراتــان,قراتــان,26
شربــة فريــك,شربــة فريــك,26
سمـــك الدوراد,سمـــك الدوراد,22
بطاطا كوشة أو مرقة زيتون,بطاطا كوشة أو مرقة زيتون,19
سمك (فوميرلون طازج),سمك فوميرلون طازج,46
سمـــك (سردين طازج),سمـــك سردين طازج,38
تـليتـــلي,تـليتـــلي,26
برتـــقال,برتـــقال,26
أرز أو بطاطا كوشة,أرز أو بطاطا كوشة,12
سمـــك,سمـــك,26
لـــوبيا,لـــوبيا,26
حمـــص,حمـــص,26
بطاطا مرحية	أو مقلية,بطاطا مرحية أو مقلية,19
يايورت علـــب,يايورت علـــب,9
شطيطحة بالزيتون أو دولمة,شطيطحة بالزيتون أو دولمة,49
لحم العجل في شطيطحة أو دولمة,لحم العجل في شطيطحة أو دولمة,10
بطاطا مرحية أو مقلية,بطاطا مرحية أو مقلية,19
ياوورت علب,ياوورت علب,9
بطاطا كوشة أو شطيطحة زيتون,بطاطا كوشة أو شطيطحة زيتون,12
جلبانة أو مقارونة,جلبانة أو مقارونة,36
ياوورت عـــلب,ياوورت عـــلب,9
جاردينيار أو أرز,جاردينيار أو أرز,36
حمص أو ماقارونة,حمص أو ماقارونة,49
عطـــلة سعيــدة,عطـــلة سعيــدة,26
عصير-ماء معدني,عصير ماء معدني,17
كرام ديسار-ماء معدني,كرام ديسار ماء معدني,18
تفاح-ماء معدني,تفاح ماء معدني,15
موز-ماء معدني,موز ماء معدني,17
برتقال-ماء معدني,برتقال ماء معدني,17
برتقال موسمي -ماء معدني,برتقال موسمي ماء معدني,16
كرام ديسار- ماء معدني,كرام ديسار ماء معدني,18
يايورت معطر-ماء معدني,يايورت معطر ماء معدني,9
يايورت فيرويتي-ماء معدني,يايورت فيرويتي ماء معدني,17
يايورت فيرويتي-ماء معدني,يايورت فيرويتي ماء معدني,17
خبز بالشوكولاته	1 مربى,خبز بالشوكولاته 1 مربى,34
يايورت فيرويتي,يايورت فيرويتي,9
يا غورت معطر,يا غورت معطر,9
خبز بالشوكولاطه,خبز بالشوكولاطه,34
خبز بالشوكولاطه,خبز بالشوكولاطه,34
☾ 🏮 ۝۞  اَللهمَّ اجعل صيامي فيه صيام الصائمين وقيامي فيِه قيام القائمين، ونبّهني فيه عن نومة الغافلين، وهب لي جُرمي فيه يا إله العالمين، واعف عنّي يا عافياً عن المجرمين۞۝ ☽🏮,ا للهم اجعل صيامي فيه صيام الصائمين وقيامي في ه قيام القائمين ونب هني فيه عن نومة الغافلين وهب لي ج رمي فيه يا إله العالمين واعف عن ي يا عافيا عن المجرمين,46
حليب رايب,حليب رايب,25
☾ 🏮 ۝۞ اَللهمَّ اجعل صيامي فيه صيام الصائمين وقيامي فيِه قيام القائمين، ونبّهني فيه عن نومة الغافلين، وهب لي جُرمي فيه يا إله العالمين، واعف عنّي يا عافياً عن المجرمين۞۝ ☽🏮,ا للهم اجعل صيامي فيه صيام الصائمين وقيامي في ه قيام القائمين ونب هني فيه عن نومة الغافلين وهب لي ج رمي فيه يا إله العالمين واعف عن ي يا عافيا عن المجرمين,46
قاراتان بالدجاج,قاراتان بالدجاج,45
عين إسبانيولية -لحم مفروم,عين إسبانيولية لحم مفروم,33
خضار محشي باللحم المفروم-,خضار محشي باللحم المفروم,33
طجين جبن باللحم المفروم-,طجين جبن باللحم المفروم,2
قراتان -دجاج,قراتان دجاج,45
بريكة,بريكة,24
بطاطا كوشة دجاج محمر,بطاطا كوشة دجاج محمر,19
زلابية,زلابية,30
طاجين جلبانة باللحم الخروف,طاجين جلبانة باللحم الخروف,36
شربه فريك بلحم الخروف,شربه فريك بلحم الخروف,5
خضار محشي باللحم المفروم,خضار محشي باللحم المفروم,33
-بريكة,بريكة,24
كرلم ديسار,كرلم ديسار,18
خبز بالشكولاطة+حليب بالقهوة,خبز بالشكولاطة حليب بالقهوة,34
سلاطة متنوعة +العدس + الجبن +قشدة,سلاطة متنوعة العدس الجبن قشدة,41
سلاطة متنوعة +  (شطيطحة )+بطاطا مقلية  +  فاكهة موسمية,سلاطة متنوعة شطيطحة بطاطا مقلية فاكهة موسمية,12
سلطة متنوعة +تليتلي+ تونة + عصير,سلطة متنوعة تليتلي تونة عصير,4
سلطة متنوعة + لوبيا + جبن +ياغورت,سلطة متنوعة لوبيا جبن ياغورت,28
salade varié + patte coudé + thon au boite +fruit,salade varié patte coudé thon au boite fruit,22
salade varié + tadjin zitoun au viande ( طاجين الزيتون باللحم ) + boisson Gazeuse,salade varié tadjin zitoun au viande طاجين الزيتون باللحم boisson Gazeuse,2
café au lait +pain au chocolat,café au lait pain au chocolat,22
salade varié +couscous au viande\ poulet + boisson gazeuse,salade varié couscous au viande poulet boisson gazeuse,22
salade varié + pomme de terre ( بطاطا راقو ) + fromage + crème dessert,salade varié pomme de terre بطاطا راقو fromage crème dessert,12
كيش,كيش,6
غراتان  باللحم المفروم,غراتان باللحم المفروم,27
سمك (تم تغيير وجبة السمك  بالتونة بسبب عدم توفر مادة السمك الطازج ),سمك تم تغيير وجبة السمك بالتونة بسبب عدم توفر مادة السمك الطازج,23
كاس حليب باقهوة,كاس حليب باقهوة,8
قراتان بطاطا باللحم المفروم,قراتان بطاطا باللحم المفروم,12
خبز باشكولاطة,خبز باشكولاطة,34
خبز بالشكولاكة,خبز بالشكولاكة,34
لوبيا,لوبيا,28
تليتلي,تليتلي,29
تليلي,تليلي,29
سلطة جزايرية,سلطة جزايرية,31
شطيطحة حمص / جلبانة,شطيطحة حمص جلبانة,49
كاس حليب والقهوة,كاس حليب والقهوة,8
طاجبن الزيتون,طاجبن الزيتون,2
شطيطحة حمص / جلبانة,شطيطحة حمص جلبانة,49
طاجين الزينون,طاجين الزينون,2
شطيطحة حمص / جلبانة,شطيطحة حمص جلبانة,49
حمص/جلبانة,حمص جلبانة,36
شطيطيحة حمص / جلبانة,شطيطيحة حمص جلبانة,49
طجين لحلو,طجين لحلو,2
طاجين لحو,طاجين لحو,2
شطيطحة جلبانة,شطيطحة جلبانة,49
سلطة متنزعة,سلطة متنزعة,31
طاجين حبن,طاجين حبن,2
مياه معدينة,مياه معدينة,17
شطيطحة جلبانة,شطيطحة جلبانة,49
طاجيم الحلو,طاجيم الحلو,2
كاس حليب بالقوة,كاس حليب بالقوة,25
كاس حليب القهوة,كاس حليب القهوة,8
كاس حليب القهوة,كاس حليب القهوة,8
شطيطحة حمص/ جلبانة,شطيطحة حمص جلبانة,49
كأس حليب بالقهوة,كأس حليب بالقهوة,8
صحن حساء,صحن حساء,48
شطيطحة حمص/جلبانة,شطيطحة حمص جلبانة,49
كأس حليب بالقهوة,كأس حليب بالقهوة,8
حمص / جلبانة,حمص جلبانة,36
كاش حليب بالقهوة,كاش حليب بالقهوة,8
كاس حليب يالقهوة,كاس حليب يالقهوة,8
سلطة جزئرية,سلطة جزئرية,31
حساء/ شوربة,حساء شوربة,48
شطيطيحة حمص,شطيطيحة حمص,49
كاس بالحليب بالقهوة,كاس بالحليب بالقهوة,8
معكرونة تورصادي,معكرونة تورصادي,44
حمص\جلبانة,حمص جلبانة,36
سلطة ماصيدوان,سلطة ماصيدوان,31
حمص\ جلبانة,حمص جلبانة,36
معكرونة / تورصادي,معكرونة تورصادي,44
حليب+كوب,حليب كوب,25
مشروب غازية,مشروب غازية,47
حمص/ جلبانة,حمص جلبانة,36
سلطة متنوعة/حساء,سلطة متنوعة حساء,31
قارورة مياه معدنية,قارورة مياه معدنية,17
حساء/ سلطة,حساء سلطة,31
لحم مفروم,لحم مفروم,33
خبز بالشكولاطة /خبز بالمربى,خبز بالشكولاطة خبز بالمربى,34
هلاليات/خبز بالمربى,هلاليات خبز بالمربى,30
خبز بالشكولاطة/خبز بالمربى,خبز بالشكولاطة خبز بالمربى,34
خبز بالمربى/هلاليات,خبز بالمربى هلاليات,30
خبز بالشكولاطة /خبز بالمربى,خبز بالشكولاطة خبز بالمربى,34
خبز+ 2 علب مربى حجم صغير,خبز 2 علب مربى حجم صغير,32
حساء/سلطة,حساء سلطة,31
حليب+قهوة,حليب قهوة,8
خبز بالسكولاطة,خبز بالسكولاطة,34
جافة حلويات,جافة حلويات,7
خبز +2 علب معجون,خبز 2 علب معجون,3
خبز +علب معجون,خبز علب معجون,3
خبز +2علب معجون,خبز 2علب معجون,3
خبز + 2 علب مربى,خبز 2 علب مربى,32
خبز+2 غلب مربى,خبز 2 غلب مربى,3
خبز +2علب مربى,خبز 2علب مربى,32
قشدة تحلية,قشدة تحلية,7
تليتلي,تليتلي,29
سلطة تورصادي,سلطة تورصادي,31
خبز + 2 علب مربى,خبز 2 علب مربى,32
طاجين الجبن جلبانة/ زيتون,طاجين الجبن جلبانة زيتون,36
خبز +2 علب مربى,خبز 2 علب مربى,32
خبز بالشكولاطة,خبز بالشكولاطة,34
قاروة ماء معدني,قاروة ماء معدني,17
خبز+ 2 علب مربى,خبز 2 علب مربى,32
طاجين الجبن /الزيتون,طاجين الجبن الزيتون,2
خبز +2علب نمربى,خبز 2علب نمربى,3
خبز + 2علب مربى,خبز 2علب مربى,32
خبز + 02 علب مربى,خبز 02 علب مربى,32
خبز+02 علب مربى,خبز 02 علب مربى,32
خبز + 02 مربى,خبز 02 مربى,32
خبز+ 02 علب مربى,خبز 02 علب مربى,32
بطاطا مرحية/جلبانة,بطاطا مرحية جلبانة,12
خبز+02علب معجون,خبز 02علب معجون,3
طاجين الجبن جلبانة/ زيتون,طاجين الجبن جلبانة زيتون,36
سلطة  تورصادي,سلطة تورصادي,31
راقو خضار,راقو خضار,37
خبز +02 علب مربى,خبز 02 علب مربى,32
شريب فريك,شريب فريك,35
رولي اللحم,رولي اللحم,33
فلن,فلن,22
رولي اللحم,رولي اللحم,33
خبز+2علب مربى,خبز 2علب مربى,32
خبز+2علب مربى,خبز 2علب مربى,32
قارورةماء معدني,قارورةماء معدني,47
خبز+2علب معجون,خبز 2علب معجون,3
قارورة ماء مدني,قارورة ماء مدني,17
حساء/سلطة,حساء سلطة,31
خبز +02علب معجون,خبز 02علب معجون,3
خبز+2 علب معجون,خبز 2 علب معجون,3
سباغيتي/شكشوكة,سباغيتي شكشوكة,6
خبز+2 علب مربى,خبز 2 علب مربى,32
شربة/ حساء,شربة حساء,48
عدس/مقرون تورصادي,عدس مقرون تورصادي,18
سلطة متنوعة /حساء,سلطة متنوعة حساء,31
عدس /مقارون تورصادي,عدس مقارون تورصادي,18
عدس/راقو,عدس راقو,46
مقارون تورصادي,مقارون تورصادي,22
لجم مفروم,لجم مفروم,46
مرق راقو,مرق راقو,40
خبز+2علب,خبز 2علب,3
خبزز,خبزز,3
لحم /دجاج,لحم دجاج,45
مرق الراقو,مرق الراقو,40
دجاج /لحم,دجاج لحم,45
جلبانة /حمص,جلبانة حمص,36
خبز,خبز,3
خليب+ قهوة,خليب قهوة,8
خبز بالشوكولطة,خبز بالشوكولطة,34
جلبانة/حمص,جلبانة حمص,36
كباب/جلبانة,كباب جلبانة,36
قشدة واحدة,قشدة واحدة,7
طونة/ لحم,طونة لحم,2
كباب /جلبانة,كباب جلبانة,36
سلطة متنوعة/ حساء,سلطة متنوعة حساء,31
جلبانة/ طاجين الزيتون,جلبانة طاجين الزيتون,2
كباب/ جلبانة,كباب جلبانة,36
فوفولون,فوفولون,22
طاجين جبن بالزيتون,طاجين جبن بالزيتون,1
حليب+قهوةكوب,حليب قهوةكوب,8
طاجين الجبن بالزيتون,طاجين الجبن بالزيتون,2
بز+2علب مربى,بز 2علب مربى,32
تاونة,تاونة,22
سلطة/حساء,سلطة حساء,48
سلطة متنوعة / حساء,سلطة متنوعة حساء,31
حليب+قهوة/بودرة الشكولاطة,حليب قهوة بودرة الشكولاطة,8
حليب/ قهوة بدرة الشكولاطة,حليب قهوة بدرة الشكولاطة,8
أرز /تليتلي,أرز تليتلي,29
لخم مفروم,لخم مفروم,46
حليب +قهوة/بودرة الشكولاطة,حليب قهوة بودرة الشكولاطة,8
تونة/سردين معلب,تونة سردين معلب,38
طاجين الجبن بالزيتون/جلبانة,طاجين الجبن بالزيتون جلبانة,36
حليب +قهوة /بودرة الشكولاطة,حليب قهوة بودرة الشكولاطة,8
سلطة متنوعة/,سلطة متنوعة,31
خبز +حليب+تمر,خبز حليب تمر,32
خبز +حليب+تمر,خبز حليب تمر,32
شربة فريك/حريرة,شربة فريك حريرة,35
شربة فريك/شربة فارميسال,شربة فريك شربة فارميسال,35
شربة فريك /حريرة,شربة فريك حريرة,35
شربة فريك /شربة فارميسال,شربة فريك شربة فارميسال,35
ماء معدنية,ماء معدنية,17
شربة فريك حريرة,شربة فريك حريرة,35
خبز بلاشكولاطة,خبز بلاشكولاطة,34
كيش,كيش,6
خبز+حليب+تمر,خبز حليب تمر,32
شربة فريك /شربة فرميسال,شربة فريك شربة فرميسال,35
شربة فريك/شربة فرميسال,شربة فريك شربة فرميسال,35
شربة فريك شربة/فرميسال,شربة فريك شربة فرميسال,35
فو لوفون,فو لوفون,22
كريكات اللحم المفرم,كريكات اللحم المفرم,33
خبز بالشطولاطة,خبز بالشطولاطة,34
شربةفريك/شربة فرميسال,شربةفريك شربة فرميسال,35
سطة ارز,سطة ارز,44
شربة فريك /شربة حريرة,شربة فريك شربة حريرة,35
سلطة متنوعة/سلطة ارز,سلطة متنوعة سلطة ارز,44
شربة فريك/شربة حريرة,شربة فريك شربة حريرة,35
فلوفون,فلوفون,22
خبز-حليب-تمر,خبز حليب تمر,32
سلطة متنوعة/شربة فريك,سلطة متنوعة شربة فريك,35
حليب+قهوة+بودرة الشوكلاطة,حليب قهوة بودرة الشوكلاطة,8
ماع معدني,ماع معدني,20
واحدة,واحدة,22
جلبانة/زيتون,جلبانة زيتون,21
لحم مفرم,لحم مفرم,33
حليب/قهوة/بودرة الشوكلاطة,حليب قهوة بودرة الشوكلاطة,8
عجائن  صناعية,عجائن صناعية,3
شوارما,شوارما,49
شخشوخة (بطاطا مرحية),شخشوخة بطاطا مرحية,12
بطاطا مرحية (شخشوخة),بطاطا مرحية شخشوخة,12
أرز(بطاطا),أرز بطاطا,12
تليتلي (أرز),تليتلي أرز,29
(شخشوخة)بطاطا مرحية,شخشوخة بطاطا مرحية,12
أرز (بطاطا),أرز بطاطا,12
(تليتلي (أرز,تليتلي أرز,29
شخشوخة(بطاطا مرحية),شخشوخة بطاطا مرحية,12
ارز (بطاطا),ارز بطاطا,12
سلاظة,سلاظة,41
قراتان باللحم,قراتان باللحم,33
عجائن صناية,عجائن صناية,3
حليب (لبن),حليب لبن,25
سكالوب مقلي,سكالوب مقلي,34
مقرقشات,مقرقشات,20
حليب(لبن),حليب لبن,25
حساء الخضر(حريرة),حساء الخضر حريرة,48
كباب(شطيطحة لحم),كباب شطيطحة لحم,49
حساء خضر (حريرة),حساء خضر حريرة,48
ياوورث ممزوج,ياوورث ممزوج,9
حساء الخضر (حريرة),حساء الخضر حريرة,48
طتجين الجبن باللحم,طتجين الجبن باللحم,2
كأس حليب +قهوة,كأس حليب قهوة,8
كأس حليب +قهوة,كأس حليب قهوة,8
لحم (مفروم),لحم مفروم,33
لحم (قطع),لحم قطع,33
زعرورة (مشمش),زعرورة مشمش,6
شاورما(سكالوب مقلي),شاورما سكالوب مقلي,49
زيتون أبيض,زيتون أبيض,21
لحم(مفروم),لحم مفروم,33
زعرورة(مشمش),زعرورة مشمش,6
حليب+ قوة,حليب قوة,25
شاورما (سكالوب مقلي),شاورما سكالوب مقلي,49
ياوورث,ياوورث,9
غراتان بالدجاج,غراتان بالدجاج,27
زيتون أبيض,زيتون أبيض,21
لحم(مفروم),لحم مفروم,33
لحم(قطع),لحم قطع,33
زعرورة (مشمش),زعرورة مشمش,6
أرز (بطاطا),أرز بطاطا,12
شاورما(سكالوب مقلي),شاورما سكالوب مقلي,49
ياوورث,ياوورث,9
ياوورث معطر,ياوورث معطر,9
ياوورث ممزوج,ياوورث ممزوج,9
نكثارين,نكثارين,22
زعرورة /مشمش,زعرورة مشمش,6
أرز/بطاطا,أرز بطاطا,12
